XM_001663184.2	Aedes aegypti	3.0
XM_001870961.1	Culex quinquefasciatus	3.0
GU017910.1	Culex tarsalis	2.89285714286
XM_020076331.1	Aedes albopictus	2.83333333333
XR_002499165.1	Aedes aegypti	2.8
XR_002499166.1	Aedes aegypti	2.8
XR_002499164.1	Aedes aegypti	2.8
JX500438.1	Culex torrentium	2.71296832236
JX500437.1	Culex torrentium	2.71296832236
XM_021839126.1	Aedes aegypti	2.66666666667
XM_021839125.1	Aedes aegypti	2.66666666667
XM_021839127.1	Aedes aegypti	2.66666666667
XM_001868624.1	Culex quinquefasciatus	2.5
EF043255.1	Culex tarsalis	2.5
EF043254.1	Culex tarsalis	2.5
EF043252.1	Culex tarsalis	2.5
EF043253.1	Culex tarsalis	2.5
AY440343.1	Armigeres subalbatus	2.4
AH010501.2	Aedes aegypti	2.33333333333
XM_019684195.1	Aedes albopictus	2.33333333333
XM_019698029.1	Aedes albopictus	2.33333333333
XM_001846976.1	Culex quinquefasciatus	2.33333333333
XM_021851458.1	Aedes aegypti	2.25
HQ833833.1	Culex pipiens pallens	2.23333333333
AY033620.1	Aedes aegypti	2.19166666667
AY064107.1	Aedes aegypti	2.19166666667
XR_002130639.1	Aedes albopictus	2.1
XM_001851018.1	Culex quinquefasciatus	2.0
XM_001863166.1	Culex quinquefasciatus	2.0
XM_001869105.1	Culex quinquefasciatus	2.0
XM_021851296.1	Aedes aegypti	2.0
AY958428.1	Culex pipiens	2.0
XM_021840377.1	Aedes aegypti	2.0
GQ374457.1	Culex nigripalpus	2.0
XM_001849182.1	Culex quinquefasciatus	2.0
DQ440437.1	Aedes aegypti	2.0
XM_001865105.1	Culex quinquefasciatus	2.0
XM_001848396.1	Culex quinquefasciatus	2.0
AF004986.1	Aedes aegypti	2.0
XM_001866722.1	Culex quinquefasciatus	2.0
XM_019687400.1	Aedes albopictus	2.0
XM_019669718.1	Aedes albopictus	2.0
XM_001688724.1	Anopheles gambiae str. PEST	2.0
XM_001841964.1	Culex quinquefasciatus	2.0
XM_001862182.1	Culex quinquefasciatus	2.0
XM_001849882.1	Culex quinquefasciatus	2.0
XM_019679778.1	Coeloseira compressa	2.0
XM_001858444.1	Culex quinquefasciatus	2.0
XM_001648802.2	Aedes aegypti	2.0
XM_001862451.1	Culex quinquefasciatus	2.0
XM_001867803.1	Culex quinquefasciatus	2.0
AY432578.1	Aedes aegypti	2.0
XM_019672480.1	Aedes albopictus	2.0
DQ459307.1	Aedes atropalpus	2.0
XM_001650225.2	Aedes aegypti	2.0
AY440065.1	Armigeres subalbatus	2.0
XM_001845420.1	Culex quinquefasciatus	2.0
XM_001844000.1	Culex quinquefasciatus	2.0
XM_021837820.1	Aedes aegypti	2.0
XR_002501455.1	Aedes aegypti	2.0
GU017911.1	Culex tarsalis	2.0
XM_019680672.1	Aedes albopictus	2.0
XR_002500528.1	Aedes aegypti	2.0
XM_317678.4	Anopheles gambiae str. PEST	2.0
XM_019706593.1	Aedes albopictus	2.0
GU017909.1	Culex tarsalis	1.99007936508
AF281078.1	Anopheles gambiae	1.75
U33030.1	Aspergillus glaucus CBS 516.65	1.75
XM_001658500.2	Aedes aegypti	1.75
HQ833832.1	Culex pipiens pallens	1.73333333333
KT998343.1	Aedes bromeliae	1.7
KT998344.1	Aedes bromeliae	1.7
AY691325.1	Culex quinquefasciatus	1.66666666667
XM_001843083.1	Culex quinquefasciatus	1.66666666667
XM_021856319.1	Aedes aegypti	1.58333333333
XM_001653006.2	Aedes aegypti	1.58333333333
KT998337.1	Aedes bromeliae	1.53333333333
KT998355.1	Aedes bromeliae	1.53333333333
KT998336.1	Aedes bromeliae	1.53333333333
XM_019673075.1	Aedes albopictus	1.5
XM_019702012.1	Aedes albopictus	1.5
XR_002501918.1	Aedes aegypti	1.5
XM_019684257.1	Aedes albopictus	1.5
XM_003436182.1	Anopheles gambiae str. PEST	1.5
AC150256.5	Aedes aegypti	1.5
XM_021854598.1	Aedes aegypti	1.5
XM_021850808.1	Aedes aegypti	1.5
AY691321.1	Aedes atropalpus	1.5
XM_001658433.2	Aedes aegypti	1.5
MG242611.1	Psorophora columbiae	1.3857114094
XM_011494770.2	Aedes aegypti	1.33333333333
JX500436.1	Culex pipiens pallens	1.32807943348
XM_019675711.1	Aedes albopictus	1.325
XM_019679156.1	Aedes albopictus	1.325
AY439844.1	Armigeres subalbatus	1.29166666667
XM_019702653.1	Aedes albopictus	1.25
XM_001843034.1	Culex quinquefasciatus	1.25
XM_019682212.1	Aedes albopictus	1.25
HQ833831.2	Culex pipiens pallens	1.23333333333
XR_002131456.1	Aedes albopictus	1.225
XM_019689706.1	Aedes albopictus	1.225
AC150255.7	Aedes aegypti	1.14285714286
KJ000061.1	Anopheles subpictus	1.09722222222
XM_001847210.1	Culex quinquefasciatus	1.0
XM_001861800.1	Culex quinquefasciatus	1.0
XM_001648911.2	Aedes aegypti	1.0
XM_001842536.1	Culex quinquefasciatus	1.0
XM_021846802.1	Aedes aegypti	1.0
XM_019690363.1	Aedes albopictus	1.0
XM_001861820.1	Culex quinquefasciatus	1.0
XM_021837302.1	Aedes aegypti	1.0
XM_019673726.1	Aedes albopictus	1.0
XR_002500118.1	Aedes aegypti	1.0
XM_020075821.1	Aedes albopictus	1.0
XM_001845454.1	Culex quinquefasciatus	1.0
XM_001845648.1	Culex quinquefasciatus	1.0
XM_001661714.2	Aedes aegypti	1.0
XM_019679471.1	Aedes albopictus	1.0
