sample,qseqid
CMS001_007_Ra_S12,NODE_11_length_1925_cov_85.616883
CMS001_007_Ra_S12,NODE_37_length_1209_cov_4.049470
CMS001_007_Ra_S12,NODE_17_length_1791_cov_5.923571
CMS001_007_Ra_S12,NODE_31_length_1423_cov_3.546805
CMS001_007_Ra_S12,NODE_878_length_384_cov_2.140065
CMS001_007_Ra_S12,NODE_720_length_409_cov_2.198795
CMS001_007_Ra_S12,NODE_19_length_1702_cov_4.567385
CMS001_007_Ra_S12,NODE_24_length_1608_cov_45.434357
CMS001_007_Ra_S12,NODE_20_length_1699_cov_5.355117
CMS001_007_Ra_S12,NODE_5_length_2508_cov_5.320856
CMS001_007_Ra_S12,NODE_32_length_1279_cov_5.484193
CMS001_007_Ra_S12,NODE_943_length_375_cov_3.815436
CMS002_021a_Rb_S136_L004,NODE_1960_length_1146_cov_5.989710
CMS002_021a_Rb_S136_L004,NODE_2631_length_1024_cov_8.916579
CMS002_021a_Rb_S136_L004,NODE_701_length_1662_cov_40.828391
CMS002_021a_Rb_S136_L004,NODE_377_length_2042_cov_3.922646
CMS002_021a_Rb_S136_L004,NODE_408_length_1995_cov_5.013556
CMS002_021a_Rb_S136_L004,NODE_28164_length_279_cov_2.168317
CMS002_021a_Rb_S136_L004,NODE_510_length_1857_cov_5.423596
CMS002_021a_Rb_S136_L004,NODE_654_length_1706_cov_6.983425
CMS002_021a_Rb_S136_L004,NODE_2658_length_1020_cov_3.974549
CMS002_021a_Rb_S136_L004,NODE_2489_length_1045_cov_4.051653
CMS002_021a_Rb_S136_L004,NODE_1303_length_1345_cov_3.731073
CMS002_021a_Rb_S136_L004,NODE_1325_length_1336_cov_6.281970
CMS002_021a_Rb_S136_L004,NODE_1320_length_1339_cov_4.214739
CMS002_021a_Rb_S136_L004,NODE_409_length_1994_cov_3.708399
CMS002_021a_Rb_S136_L004,NODE_2542_length_1036_cov_5.314911
CMS002_021a_Rb_S136_L004,NODE_1399_length_1306_cov_3.611880
CMS002_021a_Rb_S136_L004,NODE_1138_length_1419_cov_3.816692
CMS002_021a_Rb_S136_L004,NODE_2156_length_1104_cov_4.797468
CMS002_021a_Rb_S136_L004,NODE_1832_length_1173_cov_3.106752
CMS002_021a_Rb_S136_L004,NODE_275_length_2232_cov_7.087239
CMS002_021a_Rb_S136_L004,NODE_1772_length_1190_cov_3.132974
CMS002_021a_Rb_S136_L004,NODE_1974_length_1144_cov_4.084349
CMS002_021a_Rb_S136_L004,NODE_885_length_1540_cov_3.045796
CMS002_021a_Rb_S136_L004,NODE_40_length_4145_cov_3.177483
CMS002_021a_Rb_S136_L004,NODE_1641_length_1228_cov_4.139878
CMS002_021a_Rb_S136_L004,NODE_2672_length_1018_cov_5.871413
CMS002_021a_Rb_S136_L004,NODE_2149_length_1105_cov_6.291829
CMS002_021a_Rb_S136_L004,NODE_1543_length_1263_cov_4.942664
CMS002_021a_Rb_S136_L004,NODE_14361_length_421_cov_2.093023
CMS002_021a_Rb_S136_L004,NODE_2659_length_1020_cov_3.446448
CMS002_021a_Rb_S136_L004,NODE_1666_length_1219_cov_4.555166
CMS002_021a_Rb_S136_L004,NODE_173_length_2609_cov_9.180490
CMS002_021a_Rb_S136_L004,NODE_1144_length_1416_cov_3.991038
CMS002_021a_Rb_S136_L004,NODE_2124_length_1110_cov_6.073572
CMS002_021a_Rb_S136_L004,NODE_1247_length_1365_cov_5.447205
CMS002_021a_Rb_S136_L004,NODE_18053_length_367_cov_2.013793
CMS002_021a_Rb_S136_L004,NODE_2562_length_1034_cov_7.274817
CMS002_021a_Rb_S136_L004,NODE_962_length_1507_cov_6.441259
CMS002_021a_Rb_S136_L004,NODE_1237_length_1370_cov_4.643465
CMS002_021a_Rb_S136_L004,NODE_2004_length_1138_cov_3.198869
CMS002_021a_Rb_S136_L004,NODE_1257_length_1362_cov_4.269261
CMS002_021a_Rb_S136_L004,NODE_1094_length_1439_cov_95.127753
CMS002_021a_Rb_S136_L004,NODE_515_length_1851_cov_3.405299
CMS002_021a_Rb_S136_L004,NODE_103_length_3038_cov_7.069571
CMS002_021a_Rb_S136_L004,NODE_2016_length_1135_cov_6.063327
CMS002_021a_Rb_S136_L004,NODE_925_length_1520_cov_42.669439
CMS002_021a_Rb_S136_L004,NODE_2267_length_1082_cov_5.990050
CMS002_021a_Rb_S136_L004,NODE_1709_length_1208_cov_3.264368
CMS002_021a_Rb_S136_L004,NODE_262_length_2268_cov_4.511182
CMS002_021a_Rb_S136_L004,NODE_1777_length_1188_cov_3.272727
CMS002_021a_Rb_S136_L004,NODE_905_length_1531_cov_5.098349
CMS002_021a_Rb_S136_L004,NODE_2388_length_1061_cov_4.243902
CMS002_021a_Rb_S136_L004,NODE_1761_length_1193_cov_3.302867
CMS002_021a_Rb_S136_L004,NODE_2556_length_1035_cov_3.031315
CMS002_021a_Rb_S136_L004,NODE_2756_length_1006_cov_3.180840
CMS002_021a_Rb_S136_L004,NODE_658_length_1702_cov_3.528000
CMS002_021a_Rb_S136_L004,NODE_380_length_2030_cov_3.306708
CMS002_021a_Rb_S136_L004,NODE_1044_length_1466_cov_5.528438
CMS002_021a_Rb_S136_L004,NODE_1326_length_1336_cov_3.808578
CMS002_021a_Rb_S136_L004,NODE_1143_length_1417_cov_3.205970
CMS002_021a_Rb_S136_L004,NODE_691_length_1669_cov_4.513819
CMS002_021a_Rb_S136_L004,NODE_476_length_1900_cov_5.032913
CMS002_021a_Rb_S136_L004,NODE_94_length_3164_cov_3.383220
CMS002_021a_Rb_S136_L004,NODE_1045_length_1466_cov_3.989921
CMS002_021a_Rb_S136_L004,NODE_70_length_3463_cov_5.893975
CMS002_021a_Rb_S136_L004,NODE_259_length_2281_cov_3.837114
CMS002_021a_Rb_S136_L004,NODE_1033_length_1471_cov_4.347920
CMS002_021a_Rb_S136_L004,NODE_1036_length_1470_cov_6.272793
CMS002_021a_Rb_S136_L004,NODE_1436_length_1295_cov_4.302956
CMS002_021a_Rb_S136_L004,NODE_845_length_1561_cov_4.157008
CMS002_021a_Rb_S136_L004,NODE_994_length_1492_cov_4.734276
CMS002_021a_Rb_S136_L004,NODE_2269_length_1082_cov_3.950249
CMS002_021a_Rb_S136_L004,NODE_1467_length_1286_cov_3.765922
CMS002_021a_Rb_S136_L004,NODE_224_length_2380_cov_3.939644
CMS002_021a_Rb_S136_L004,NODE_54_length_3734_cov_7.045392
CMS002_021a_Rb_S136_L004,NODE_771_length_1611_cov_9.533246
CMS002_021a_Rb_S136_L004,NODE_81_length_3312_cov_3.609892
CMS002_021a_Rb_S136_L004,NODE_2224_length_1091_cov_5.724852
CMS002_021a_Rb_S136_L004,NODE_5_length_9884_cov_6.818293
CMS002_021a_Rb_S136_L004,NODE_2069_length_1122_cov_3.496651
CMS002_021a_Rb_S136_L004,NODE_1642_length_1228_cov_3.468288
CMS002_021a_Rb_S136_L004,NODE_1358_length_1325_cov_3.120192
CMS002_021a_Rb_S136_L004,NODE_2379_length_1062_cov_3.513706
CMS002_021a_Rb_S136_L004,NODE_23_length_4745_cov_5.201371
CMS002_021a_Rb_S136_L004,NODE_273_length_2237_cov_6.605556
CMS002_021a_Rb_S136_L004,NODE_4613_length_790_cov_2.095372
CMS002_021a_Rb_S136_L004,NODE_1314_length_1340_cov_4.097387
CMS002_021a_Rb_S136_L004,NODE_1714_length_1206_cov_5.525244
CMS002_021a_Rb_S136_L004,NODE_1287_length_1351_cov_4.448980
CMS002_021a_Rb_S136_L004,NODE_2235_length_1088_cov_3.381800
CMS002_021a_Rb_S136_L004,NODE_206_length_2426_cov_3.268625
CMS002_021a_Rb_S136_L004,NODE_209_length_2421_cov_8.814420
CMS002_021a_Rb_S136_L004,NODE_91_length_3223_cov_3.585188
CMS002_021a_Rb_S136_L004,NODE_205_length_2433_cov_9.520798
CMS002_021a_Rb_S136_L004,NODE_1660_length_1220_cov_4.958005
CMS002_021a_Rb_S136_L004,NODE_1117_length_1428_cov_6.481125
CMS002_021a_Rb_S136_L004,NODE_4247_length_825_cov_2.052139
CMS002_021a_Rb_S136_L004,NODE_1568_length_1255_cov_5.430390
CMS002_021a_Rb_S136_L004,NODE_56_length_3681_cov_4.099889
CMS002_021a_Rb_S136_L004,NODE_1164_length_1407_cov_3.426316
CMS002_021a_Rb_S136_L004,NODE_1085_length_1448_cov_4.792852
CMS002_021a_Rb_S136_L004,NODE_535_length_1809_cov_3.494226
CMS002_021a_Rb_S136_L004,NODE_2203_length_1094_cov_4.993117
CMS002_021a_Rb_S136_L004,NODE_1503_length_1275_cov_3.358097
CMS002_021a_Rb_S136_L004,NODE_1313_length_1340_cov_5.705463
CMS002_021a_Rb_S136_L004,NODE_1508_length_1273_cov_6.573579
CMS002_021a_Rb_S136_L004,NODE_595_length_1759_cov_7.841855
CMS002_021a_Rb_S136_L004,NODE_1352_length_1328_cov_4.135092
CMS002_021a_Rb_S136_L004,NODE_622_length_1738_cov_3.181818
CMS002_021a_Rb_S136_L004,NODE_1200_length_1386_cov_7.943468
CMS002_021a_Rb_S136_L004,NODE_1652_length_1224_cov_3.862249
CMS002_021a_Rb_S136_L004,NODE_4_length_10023_cov_4.373517
CMS002_021a_Rb_S136_L004,NODE_2095_length_1116_cov_3.055823
CMS002_021a_Rb_S136_L004,NODE_1928_length_1151_cov_8.976723
CMS002_021a_Rb_S136_L004,NODE_1235_length_1371_cov_8.844668
CMS002_021a_Rb_S136_L004,NODE_954_length_1510_cov_4.150733
CMS002_021a_Rb_S136_L004,NODE_1632_length_1232_cov_4.059740
CMS002_021a_Rb_S136_L004,NODE_28422_length_278_cov_6.716418
CMS002_021a_Rb_S136_L004,NODE_1882_length_1162_cov_4.626728
CMS002_021a_Rb_S136_L004,NODE_1299_length_1346_cov_3.752561
CMS002_021a_Rb_S136_L004,NODE_1192_length_1393_cov_4.181611
CMS002_021a_Rb_S136_L004,NODE_1936_length_1150_cov_6.288910
CMS002_021a_Rb_S136_L004,NODE_45_length_3988_cov_4.479928
CMS002_021a_Rb_S136_L004,NODE_579_length_1773_cov_5.094929
CMS002_021a_Rb_S136_L004,NODE_2193_length_1096_cov_7.693817
CMS002_021a_Rb_S136_L004,NODE_191_length_2540_cov_4.099066
CMS002_021a_Rb_S136_L004,NODE_48_length_3954_cov_7.260511
CMS002_021a_Rb_S136_L004,NODE_272_length_2240_cov_2.021267
CMS002_021a_Rb_S136_L004,NODE_372_length_2053_cov_9.432186
CMS002_021a_Rb_S136_L004,NODE_2057_length_1125_cov_3.898855
CMS002_021a_Rb_S136_L004,NODE_439_length_1945_cov_3.307816
CMS002_021a_Rb_S136_L004,NODE_18315_length_364_cov_2.289199
CMS002_021a_Rb_S136_L004,NODE_1191_length_1393_cov_5.199848
CMS002_021a_Rb_S136_L004,NODE_1348_length_1329_cov_3.444089
CMS002_021a_Rb_S136_L004,NODE_504_length_1862_cov_4.454902
CMS002_021a_Rb_S136_L004,NODE_812_length_1581_cov_3.123005
CMS002_021a_Rb_S136_L004,NODE_591_length_1766_cov_8.203079
CMS002_021a_Rb_S136_L004,NODE_2733_length_1009_cov_3.938841
CMS002_021a_Rb_S136_L004,NODE_17343_length_375_cov_2.996644
CMS002_021a_Rb_S136_L004,NODE_554_length_1793_cov_3.041375
CMS002_021a_Rb_S136_L004,NODE_2017_length_1135_cov_5.958412
CMS002_021a_Rb_S136_L004,NODE_3077_length_957_cov_4.431818
CMS002_021a_Rb_S136_L004,NODE_277_length_2226_cov_6.125640
CMS002_021a_Rb_S136_L004,NODE_844_length_1562_cov_3.903030
CMS002_021a_Rb_S136_L004,NODE_784_length_1598_cov_3.709402
CMS002_021a_Rb_S136_L004,NODE_828_length_1569_cov_3.729223
CMS002_021a_Rb_S136_L004,NODE_1254_length_1363_cov_4.269051
CMS002_021a_Rb_S136_L004,NODE_1693_length_1211_cov_9.983245
CMS002_021a_Rb_S136_L004,NODE_46_length_3980_cov_4.314886
CMS002_021a_Rb_S136_L004,NODE_2706_length_1013_cov_3.400641
CMS002_021a_Rb_S136_L004,NODE_1605_length_1243_cov_3.092624
CMS002_021a_Rb_S136_L004,NODE_2150_length_1105_cov_4.296693
CMS002_021a_Rb_S136_L004,NODE_785_length_1597_cov_3.580921
CMS002_021a_Rb_S136_L004,NODE_2087_length_1118_cov_3.975985
CMS002_021a_Rb_S136_L004,NODE_2155_length_1104_cov_8.761441
CMS002_021a_Rb_S136_L004,NODE_1981_length_1143_cov_7.314259
CMS002_021a_Rb_S136_L004,NODE_1315_length_1340_cov_3.442597
CMS002_021a_Rb_S136_L004,NODE_168_length_2624_cov_6.087161
CMS002_021a_Rb_S136_L004,NODE_346_length_2106_cov_6.407590
CMS002_021a_Rb_S136_L004,NODE_2498_length_1044_cov_6.201655
CMS002_021a_Rb_S136_L004,NODE_671_length_1689_cov_9.960298
CMS002_021a_Rb_S136_L004,NODE_276_length_2228_cov_3.821013
CMS002_021a_Rb_S136_L004,NODE_680_length_1677_cov_8.623750
CMS002_021a_Rb_S136_L004,NODE_1571_length_1254_cov_9.099405
CMS002_021a_Rb_S136_L004,NODE_1545_length_1261_cov_3.043074
CMS002_021a_Rb_S136_L004,NODE_2270_length_1082_cov_3.449751
CMS002_021a_Rb_S136_L004,NODE_2226_length_1090_cov_4.051333
CMS002_021a_Rb_S136_L004,NODE_104_length_3014_cov_7.996595
CMS002_021a_Rb_S136_L004,NODE_1148_length_1415_cov_4.085202
CMS002_021a_Rb_S136_L004,NODE_1783_length_1186_cov_3.276826
CMS002_021a_Rb_S136_L004,NODE_655_length_1705_cov_79.934889
CMS002_021a_Rb_S136_L004,NODE_2064_length_1123_cov_3.559273
CMS002_021a_Rb_S136_L004,NODE_656_length_1704_cov_3.169023
CMS002_021a_Rb_S136_L004,NODE_1035_length_1471_cov_3.247489
CMS002_021a_Rb_S136_L004,NODE_1337_length_1333_cov_4.257166
CMS002_021a_Rb_S136_L004,NODE_488_length_1884_cov_3.939126
CMS002_021a_Rb_S136_L004,NODE_1345_length_1330_cov_7.669593
CMS002_021a_Rb_S136_L004,NODE_2544_length_1036_cov_4.471324
CMS002_021a_Rb_S136_L004,NODE_270_length_2246_cov_9.014292
CMS002_021a_Rb_S136_L004,NODE_9666_length_535_cov_3.582969
CMS002_021a_Rb_S136_L004,NODE_2748_length_1007_cov_5.983871
CMS002_021a_Rb_S136_L004,NODE_2671_length_1018_cov_7.287991
CMS002_021a_Rb_S136_L004,NODE_464_length_1917_cov_3.658152
CMS002_021a_Rb_S136_L004,NODE_1252_length_1364_cov_9.834499
CMS002_021a_Rb_S136_L004,NODE_334_length_2122_cov_4.368215
CMS002_021a_Rb_S136_L004,NODE_10552_length_508_cov_2.201856
CMS002_021a_Rb_S136_L004,NODE_1474_length_1284_cov_3.353770
CMS002_021a_Rb_S136_L004,NODE_512_length_1854_cov_4.617333
CMS002_021a_Rb_S136_L004,NODE_2516_length_1040_cov_3.045691
CMS002_021a_Rb_S136_L004,NODE_1255_length_1363_cov_4.223173
CMS002_021a_Rb_S136_L004,NODE_172_length_2613_cov_3.231861
CMS002_021a_Rb_S136_L004,NODE_1811_length_1179_cov_6.189655
CMS002_021a_Rb_S136_L004,NODE_615_length_1742_cov_4.202402
CMS002_021a_Rb_S136_L004,NODE_537_length_1808_cov_7.710572
CMS002_021a_Rb_S136_L004,NODE_2468_length_1048_cov_4.587024
CMS002_021a_Rb_S136_L004,NODE_1177_length_1401_cov_9.243202
CMS002_021a_Rb_S136_L004,NODE_2346_length_1068_cov_6.300706
CMS002_021a_Rb_S136_L004,NODE_2594_length_1030_cov_3.456453
CMS002_021a_Rb_S136_L004,NODE_2499_length_1044_cov_4.066184
CMS002_021a_Rb_S136_L004,NODE_1055_length_1463_cov_5.857143
CMS002_021a_Rb_S136_L004,NODE_1509_length_1272_cov_5.466109
CMS002_021a_Rb_S136_L004,NODE_12_length_6052_cov_3.856569
CMS002_021a_Rb_S136_L004,NODE_600_length_1756_cov_6.225134
CMS002_021a_Rb_S136_L004,NODE_1227_length_1374_cov_3.443331
CMS002_021a_Rb_S136_L004,NODE_371_length_2055_cov_6.181496
CMS002_021a_Rb_S136_L004,NODE_2624_length_1025_cov_9.727848
CMS002_021a_Rb_S136_L004,NODE_401_length_2002_cov_5.448312
CMS002_021a_Rb_S136_L004,NODE_1746_length_1197_cov_3.249107
CMS002_021a_Rb_S136_L004,NODE_407_length_1996_cov_6.101094
CMS002_021a_Rb_S136_L004,NODE_2787_length_1001_cov_4.165584
CMS002_021a_Rb_S136_L004,NODE_2641_length_1022_cov_6.039153
CMS002_021a_Rb_S136_L004,NODE_448_length_1936_cov_9.250672
CMS002_021a_Rb_S136_L004,NODE_1559_length_1258_cov_4.626588
CMS002_021a_Rb_S136_L004,NODE_10953_length_497_cov_2.004762
CMS002_021a_Rb_S136_L004,NODE_182_length_2583_cov_3.937350
CMS002_021a_Rb_S136_L004,NODE_540_length_1804_cov_3.605675
CMS002_021a_Rb_S136_L004,NODE_2294_length_1078_cov_4.589411
CMS002_021a_Rb_S136_L004,NODE_629_length_1730_cov_3.202662
CMS002_021a_Rb_S136_L004,NODE_1572_length_1254_cov_5.492778
CMS002_021a_Rb_S136_L004,NODE_132_length_2774_cov_3.027438
CMS002_021a_Rb_S136_L004,NODE_22498_length_322_cov_2.220408
CMS002_021a_Rb_S136_L004,NODE_2734_length_1009_cov_3.935622
CMS002_021a_Rb_S136_L004,NODE_1738_length_1199_cov_3.683601
CMS002_021a_Rb_S136_L004,NODE_1194_length_1391_cov_5.216895
CMS002_021a_Rb_S136_L004,NODE_797_length_1590_cov_6.502974
CMS002_021a_Rb_S136_L004,NODE_1363_length_1321_cov_4.273312
CMS002_021a_Rb_S136_L004,NODE_1461_length_1288_cov_3.852188
CMS002_021a_Rb_S136_L004,NODE_429_length_1962_cov_3.757029
CMS002_021a_Rb_S136_L004,NODE_15846_length_396_cov_2.169279
CMS002_021a_Rb_S136_L004,NODE_1322_length_1337_cov_4.027778
CMS002_021a_Rb_S136_L004,NODE_1286_length_1351_cov_4.558085
CMS002_021a_Rb_S136_L004,NODE_1243_length_1367_cov_4.462016
CMS002_021a_Rb_S136_L004,NODE_36_length_4201_cov_3.101600
CMS002_021a_Rb_S136_L004,NODE_194_length_2529_cov_9.306281
CMS002_021a_Rb_S136_L004,NODE_1498_length_1276_cov_4.836530
CMS002_021a_Rb_S136_L004,NODE_11273_length_488_cov_4.844282
CMS002_021a_Rb_S136_L004,NODE_1264_length_1358_cov_4.373146
CMS002_021a_Rb_S136_L004,NODE_328_length_2131_cov_4.473710
CMS002_021a_Rb_S136_L004,NODE_154_length_2690_cov_4.071565
CMS002_021a_Rb_S136_L004,NODE_1319_length_1339_cov_5.904120
CMS002_021a_Rb_S136_L004,NODE_1595_length_1245_cov_3.711473
CMS002_021a_Rb_S136_L004,NODE_765_length_1614_cov_3.588159
CMS002_021a_Rb_S136_L004,NODE_1918_length_1153_cov_3.515799
CMS002_021a_Rb_S136_L004,NODE_883_length_1541_cov_3.795765
CMS002_021a_Rb_S136_L004,NODE_1126_length_1424_cov_5.198218
CMS002_021a_Rb_S136_L004,NODE_973_length_1502_cov_5.004211
CMS002_021a_Rb_S136_L004,NODE_2414_length_1057_cov_3.321429
CMS002_021a_Rb_S136_L004,NODE_1381_length_1315_cov_3.264136
CMS002_021a_Rb_S136_L004,NODE_2478_length_1047_cov_3.951546
CMS002_021a_Rb_S136_L004,NODE_3637_length_888_cov_3.340321
CMS002_021a_Rb_S136_L004,NODE_807_length_1586_cov_4.064944
CMS002_021a_Rb_S136_L004,NODE_1451_length_1292_cov_4.437860
CMS002_021a_Rb_S136_L004,NODE_1285_length_1351_cov_6.416013
CMS002_021a_Rb_S136_L004,NODE_9697_length_534_cov_2.280088
CMS002_021a_Rb_S136_L004,NODE_18932_length_357_cov_2.085714
CMS002_021a_Rb_S136_L004,NODE_1309_length_1342_cov_3.396838
CMS002_021a_Rb_S136_L004,NODE_1000_length_1488_cov_5.152374
CMS002_021a_Rb_S136_L004,NODE_12396_length_461_cov_2.830729
CMS002_021a_Rb_S136_L004,NODE_3425_length_914_cov_2.100358
CMS002_021a_Rb_S136_L004,NODE_744_length_1631_cov_52.136422
CMS002_021a_Rb_S136_L004,NODE_975_length_1501_cov_3.333567
CMS002_021a_Rb_S136_L004,NODE_354_length_2087_cov_9.687562
CMS002_021a_Rb_S136_L004,NODE_1218_length_1379_cov_3.453917
CMS002_021a_Rb_S136_L004,NODE_842_length_1563_cov_4.651413
CMS002_021a_Rb_S136_L004,NODE_2469_length_1048_cov_4.023687
CMS002_021a_Rb_S136_L004,NODE_2755_length_1006_cov_3.550054
CMS002_021a_Rb_S136_L004,NODE_1764_length_1192_cov_4.323767
CMS002_021a_Rb_S136_L004,NODE_721_length_1648_cov_6.497136
CMS002_021a_Rb_S136_L004,NODE_1901_length_1158_cov_4.198890
CMS002_021a_Rb_S136_L004,NODE_1846_length_1170_cov_2.455627
CMS002_021a_Rb_S136_L004,NODE_2025_length_1133_cov_3.427083
CMS002_021a_Rb_S136_L004,NODE_1132_length_1422_cov_3.635688
CMS002_021a_Rb_S136_L004,NODE_1364_length_1321_cov_3.039389
CMS002_021a_Rb_S136_L004,NODE_57_length_3681_cov_3.652608
CMS002_021a_Rb_S136_L004,NODE_2652_length_1021_cov_3.121822
CMS002_021a_Rb_S136_L004,NODE_1914_length_1154_cov_3.286908
CMS002_021a_Rb_S136_L004,NODE_1316_length_1340_cov_3.102930
CMS002_021a_Rb_S136_L004,NODE_818_length_1577_cov_4.466000
CMS002_021a_Rb_S136_L004,NODE_793_length_1593_cov_3.155673
CMS002_021a_Rb_S136_L004,NODE_549_length_1797_cov_5.951163
CMS002_021a_Rb_S136_L004,NODE_944_length_1513_cov_4.339833
CMS002_021a_Rb_S136_L004,NODE_82_length_3276_cov_3.550485
CMS002_021a_Rb_S136_L004,NODE_1158_length_1409_cov_4.748498
CMS002_021a_Rb_S136_L004,NODE_1275_length_1354_cov_9.087706
CMS002_021a_Rb_S136_L004,NODE_1061_length_1460_cov_3.566884
CMS002_021a_Rb_S136_L004,NODE_841_length_1564_cov_3.221251
CMS002_021a_Rb_S136_L004,NODE_2554_length_1035_cov_4.145094
CMS002_021a_Rb_S136_L004,NODE_1456_length_1290_cov_3.140973
CMS002_021a_Rb_S136_L004,NODE_1497_length_1276_cov_5.542952
CMS002_021a_Rb_S136_L004,NODE_17657_length_371_cov_2.639456
CMS002_021a_Rb_S136_L004,NODE_493_length_1875_cov_4.176307
CMS002_021a_Rb_S136_L004,NODE_897_length_1535_cov_6.098765
CMS002_021a_Rb_S136_L004,NODE_2081_length_1119_cov_3.524952
CMS002_021a_Rb_S136_L004,NODE_447_length_1938_cov_5.998925
CMS002_021a_Rb_S136_L004,NODE_568_length_1782_cov_3.631085
CMS002_021a_Rb_S136_L004,NODE_580_length_1772_cov_6.599410
CMS002_021a_Rb_S136_L004,NODE_923_length_1521_cov_4.182133
CMS002_021a_Rb_S136_L004,NODE_2705_length_1013_cov_3.757479
